,date,state,death,cure,confirmed,suspected
1,121,China,NA,NA,278,NA
2,121,Korea,NA,NA,1,NA
3,121,Japan,NA,NA,1,NA
4,121,Thailand,NA,NA,2,NA
5,122,China,NA,NA,309,NA
6,122,Korea,NA,NA,1,NA
7,122,Japan,NA,NA,1,NA
8,122,Thailand,NA,NA,2,NA
9,123,China,17,NA,571,NA
10,123,Korea,NA,NA,1,NA
11,123,Japan,NA,NA,1,NA
12,123,Thailand,NA,NA,4,NA
13,123,USA,NA,NA,1,NA
14,124,China,25,NA,830,NA
15,124,Korea,NA,NA,2,NA
16,124,Japan,NA,NA,1,NA
17,124,Singapore,NA,NA,1,NA
18,124,Vietnam,NA,NA,2,NA
19,124,Thailand,NA,NA,4,NA
20,124,USA,NA,NA,1,NA
21,125,China,41,NA,1297,1965
22,125,Korea,NA,NA,2,NA
23,125,Japan,NA,NA,3,NA
24,125,Singapore,NA,NA,3,NA
25,125,Australia,NA,NA,3,NA
26,125,Vietnam,NA,NA,2,NA
27,125,Thailand,NA,NA,4,NA
28,125,Nepal,NA,NA,1,NA
29,125,USA,NA,NA,2,NA
30,125,France,NA,NA,3,NA
31,126,China,56,NA,1985,NA
32,126,Korea,NA,NA,2,NA
33,126,Japan,NA,NA,3,NA
34,126,Singapore,NA,NA,4,NA
35,126,Australia,NA,NA,4,NA
36,126,Malaysia,NA,NA,3,NA
37,126,Vietnam,NA,NA,2,NA
38,126,Thailand,NA,NA,5,NA
39,126,Nepal,NA,NA,1,NA
40,126,USA,NA,NA,2,NA
41,126,France,NA,NA,3,NA
42,127,China,80,NA,2761,5794
43,127,Korea,NA,NA,4,NA
44,127,Japan,NA,NA,4,NA
45,127,Singapore,NA,NA,4,NA
46,127,Australia,NA,NA,4,NA
47,127,Malaysia,NA,NA,4,NA
48,127,Vietnam,NA,NA,2,NA
49,127,Thailand,NA,NA,5,NA
50,127,Nepal,NA,NA,1,NA
51,127,USA,NA,NA,5,NA
52,127,Canada,NA,NA,1,NA
53,127,France,NA,NA,3,NA
54,128,China,106,NA,4537,6973
55,128,Korea,NA,NA,4,NA
56,128,Japan,NA,NA,6,NA
57,128,Singapore,NA,NA,7,NA
58,128,Australia,NA,NA,5,NA
59,128,Malaysia,NA,NA,4,NA
60,128,Vietnam,NA,NA,2,NA
61,128,Cambodia,NA,NA,1,NA
62,128,Thailand,NA,NA,14,NA
63,128,Nepal,NA,NA,1,NA
64,128,Srilank,NA,NA,1,NA
65,128,USA,NA,NA,5,NA
66,128,Canada,NA,NA,2,NA
67,128,Germany,NA,NA,1,NA
68,128,France,NA,NA,3,NA
69,129,China,132,NA,5997,9239
70,129,Korea,NA,NA,4,NA
71,129,Japan,NA,NA,7,NA
72,129,Singapore,NA,NA,7,NA
73,129,Australia,NA,NA,7,NA
74,129,Malaysia,NA,NA,4,NA
75,129,Vietnam,NA,NA,2,NA
76,129,Cambodia,NA,NA,1,NA
77,129,Thailand,NA,NA,14,NA
78,129,Nepal,NA,NA,1,NA
79,129,Srilank,NA,NA,1,NA
80,129,USA,NA,NA,5,NA
81,129,Canada,NA,NA,3,NA
82,129,Germany,NA,NA,4,NA
83,129,France,NA,NA,4,NA
84,129,UAE,NA,NA,4,NA
85,130,China,170,NA,7736,12167
86,130,Korea,NA,NA,4,NA
87,130,Japan,NA,NA,11,NA
88,130,Singapore,NA,NA,10,NA
89,130,Australia,NA,NA,7,NA
90,130,Malaysia,NA,NA,7,NA
91,130,Vietnam,NA,NA,2,NA
92,130,Philippines,NA,NA,1,NA
93,130,Cambodia,NA,NA,1,NA
94,130,Thailand,NA,NA,14,NA
95,130,India,NA,NA,1,NA
96,130,Nepal,NA,NA,1,NA
97,130,Srilank,NA,NA,1,NA
98,130,USA,NA,NA,5,NA
99,130,Canada,NA,NA,3,NA
100,130,Germany,NA,NA,4,NA
101,130,France,NA,NA,5,NA
102,130,Finland,NA,NA,1,NA
103,130,UAE,NA,NA,4,NA
104,131,China,213,NA,9720,15238
105,131,Korea,NA,NA,11,NA
106,131,Japan,NA,NA,14,NA
107,131,Singapore,NA,NA,13,NA
108,131,Australia,NA,NA,9,NA
109,131,Malaysia,NA,NA,8,NA
110,131,Vietnam,NA,NA,5,NA
111,131,Philippines,NA,NA,1,NA
112,131,Cambodia,NA,NA,1,NA
113,131,Thailand,NA,NA,14,NA
114,131,India,NA,NA,1,NA
115,131,Nepal,NA,NA,1,NA
116,131,Srilank,NA,NA,1,NA
117,131,USA,NA,NA,6,NA
118,131,Canada,NA,NA,3,NA
119,131,Italy,NA,NA,2,NA
120,131,Germany,NA,NA,5,NA
121,131,France,NA,NA,6,NA
122,131,Finland,NA,NA,1,NA
123,131,UAE,NA,NA,4,NA
124,201,China,259,NA,11821,NA
125,201,Korea,NA,NA,12,NA
126,201,Japan,NA,NA,17,NA
127,201,Singapore,NA,NA,16,NA
128,201,Australia,NA,NA,12,NA
129,201,Malaysia,NA,NA,8,NA
130,201,Vietnam,NA,NA,6,NA
131,201,Philippines,NA,NA,1,NA
132,201,Cambodia,NA,NA,1,NA
133,201,Thailand,NA,NA,19,NA
134,201,India,NA,NA,1,NA
135,201,Nepal,NA,NA,1,NA
136,201,Srilank,NA,NA,1,NA
137,201,USA,NA,NA,7,NA
138,201,Canada,NA,NA,4,NA
139,201,Italy,NA,NA,2,NA
140,201,Germany,NA,NA,7,NA
141,201,France,NA,NA,6,NA
142,201,UK,NA,NA,2,NA
143,201,Russian.Federation,NA,NA,2,NA
144,201,Spain,NA,NA,1,NA
145,201,Finland,NA,NA,1,NA
146,201,Sweden,NA,NA,1,NA
147,201,UAE,NA,NA,4,NA
148,202,China,304,NA,14411,NA
149,202,Korea,NA,NA,15,NA
150,202,Japan,NA,NA,20,NA
151,202,Singapore,NA,NA,18,NA
152,202,Australia,NA,NA,12,NA
153,202,Malaysia,NA,NA,8,NA
154,202,Vietnam,NA,NA,7,NA
155,202,Philippines,NA,NA,2,NA
156,202,Cambodia,NA,NA,1,NA
157,202,Thailand,NA,NA,19,NA
158,202,India,NA,NA,2,NA
159,202,Nepal,NA,NA,1,NA
160,202,Srilank,NA,NA,1,NA
161,202,USA,NA,NA,8,NA
162,202,Canada,NA,NA,4,NA
163,202,Italy,NA,NA,2,NA
164,202,Germany,NA,NA,8,NA
165,202,France,NA,NA,6,NA
166,202,UK,NA,NA,2,NA
167,202,Russian.Federation,NA,NA,2,NA
168,202,Spain,NA,NA,1,NA
169,202,Finland,NA,NA,1,NA
170,202,Sweden,NA,NA,1,NA
171,202,UAE,NA,NA,5,NA
172,203,China,361,NA,17238,NA
173,203,Korea,0,NA,15,NA
174,203,Japan,0,NA,20,NA
175,203,Singapore,0,NA,18,NA
176,203,Australia,0,NA,12,NA
177,203,Malaysia,0,NA,8,NA
178,203,Vietnam,0,NA,8,NA
179,203,Philippines,1,NA,2,NA
180,203,Cambodia,0,NA,1,NA
181,203,Thailand,0,NA,19,NA
182,203,India,0,NA,3,NA
183,203,Nepal,0,NA,1,NA
184,203,Srilank,0,NA,1,NA
185,203,USA,0,NA,11,NA
186,203,Canada,0,NA,4,NA
187,203,Italy,0,NA,2,NA
188,203,Germany,0,NA,10,NA
189,203,France,0,NA,6,NA
190,203,UK,0,NA,2,NA
191,203,Russian.Federation,0,NA,2,NA
192,203,Spain,0,NA,1,NA
193,203,Finland,0,NA,1,NA
194,203,Sweden,0,NA,1,NA
195,203,UAE,0,NA,5,NA
196,204,China,425,NA,20471,NA
197,204,Korea,0,NA,16,NA
198,204,Japan,0,NA,20,NA
199,204,Singapore,0,NA,18,NA
200,204,Australia,0,NA,12,NA
201,204,Malaysia,0,NA,10,NA
202,204,Vietnam,0,NA,9,NA
203,204,Philippines,1,NA,2,NA
204,204,Cambodia,0,NA,1,NA
205,204,Thailand,0,NA,19,NA
206,204,India,0,NA,3,NA
207,204,Nepal,0,NA,1,NA
208,204,Srilank,0,NA,1,NA
209,204,USA,0,NA,11,NA
210,204,Canada,0,NA,4,NA
211,204,Italy,0,NA,2,NA
212,204,Germany,0,NA,12,NA
213,204,France,0,NA,6,NA
214,204,UK,0,NA,2,NA
215,204,Russian.Federation,0,NA,2,NA
216,204,Spain,0,NA,1,NA
217,204,Finland,0,NA,1,NA
218,204,Sweden,0,NA,1,NA
219,204,UAE,0,NA,5,NA
220,205,China,491,NA,24363,NA
221,205,Korea,0,NA,18,NA
222,205,Japan,0,NA,33,NA
223,205,Singapore,0,NA,24,NA
224,205,Australia,0,NA,13,NA
225,205,Malaysia,0,NA,10,NA
226,205,Vietnam,0,NA,10,NA
227,205,Philippines,1,NA,3,NA
228,205,Cambodia,0,NA,1,NA
229,205,Thailand,0,NA,25,NA
230,205,India,0,NA,3,NA
231,205,Nepal,0,NA,1,NA
232,205,Srilank,0,NA,1,NA
233,205,USA,0,NA,11,NA
234,205,Canada,0,NA,5,NA
235,205,Italy,0,NA,2,NA
236,205,Germany,0,NA,12,NA
237,205,France,0,NA,6,NA
238,205,UK,0,NA,2,NA
239,205,Russian.Federation,0,NA,2,NA
240,205,Spain,0,NA,1,NA
241,205,Belgium,0,NA,1,NA
242,205,Finland,0,NA,1,NA
243,205,Sweden,0,NA,1,NA
244,205,UAE,0,NA,5,NA
245,206,China,564,NA,28060,NA
246,206,Korea,0,NA,23,NA
247,206,Japan,0,NA,25,NA
248,206,Singapore,0,NA,28,NA
249,206,Australia,0,NA,14,NA
250,206,Malaysia,0,NA,12,NA
251,206,Vietnam,0,NA,10,NA
252,206,Philippines,1,NA,3,NA
253,206,Cambodia,0,NA,1,NA
254,206,Thailand,0,NA,25,NA
255,206,India,0,NA,3,NA
256,206,Nepal,0,NA,1,NA
257,206,Srilank,0,NA,1,NA
258,206,USA,0,NA,12,NA
259,206,Canada,0,NA,5,NA
260,206,Italy,0,NA,2,NA
261,206,Germany,0,NA,12,NA
262,206,France,0,NA,6,NA
263,206,UK,0,NA,2,NA
264,206,Russian.Federation,0,NA,2,NA
265,206,Spain,0,NA,1,NA
266,206,Belgium,0,NA,1,NA
267,206,Finland,0,NA,1,NA
268,206,Sweden,0,NA,1,NA
269,206,UAE,0,NA,5,NA
270,206,International_conveyance_diamond_princess,0,NA,20,NA
271,207,China,637,NA,31211,NA
272,207,Korea,0,NA,24,NA
273,207,Japan,0,NA,25,NA
274,207,Singapore,0,NA,30,NA
275,207,Australia,0,NA,15,NA
276,207,Malaysia,0,NA,14,NA
277,207,Vietnam,0,NA,12,NA
278,207,Philippines,1,NA,3,NA
279,207,Cambodia,0,NA,1,NA
280,207,Thailand,0,NA,25,NA
281,207,India,0,NA,3,NA
282,207,Nepal,0,NA,1,NA
283,207,Srilank,0,NA,1,NA
284,207,USA,0,NA,12,NA
285,207,Canada,0,NA,7,NA
286,207,Italy,0,NA,3,NA
287,207,Germany,0,NA,13,NA
288,207,France,0,NA,6,NA
289,207,UK,0,NA,3,NA
290,207,Russian.Federation,0,NA,2,NA
291,207,Spain,0,NA,1,NA
292,207,Belgium,0,NA,1,NA
293,207,Finland,0,NA,1,NA
294,207,Sweden,0,NA,1,NA
295,207,UAE,0,NA,5,NA
296,207,International_conveyance_diamond_princess,0,NA,61,NA
297,208,China,723,NA,34598,NA
298,208,Korea,0,NA,24,NA
299,208,Japan,0,NA,25,NA
300,208,Singapore,0,NA,33,NA
301,208,Australia,0,NA,15,NA
302,208,Malaysia,0,NA,15,NA
303,208,Vietnam,0,NA,13,NA
304,208,Philippines,1,NA,3,NA
305,208,Cambodia,0,NA,1,NA
306,208,Thailand,0,NA,32,NA
307,208,India,0,NA,3,NA
308,208,Nepal,0,NA,1,NA
309,208,Srilank,0,NA,1,NA
310,208,USA,0,NA,12,NA
311,208,Canada,0,NA,7,NA
312,208,Italy,0,NA,3,NA
313,208,Germany,0,NA,14,NA
314,208,France,0,NA,6,NA
315,208,UK,0,NA,3,NA
316,208,Russian.Federation,0,NA,2,NA
317,208,Spain,0,NA,1,NA
318,208,Belgium,0,NA,1,NA
319,208,Finland,0,NA,1,NA
320,208,Sweden,0,NA,1,NA
321,208,UAE,0,NA,7,NA
322,208,International_conveyance_diamond_princess,0,NA,64,NA
323,209,China,812,NA,37251,NA
324,209,Korea,0,NA,27,NA
325,209,Japan,0,NA,26,NA
326,209,Singapore,0,NA,40,NA
327,209,Australia,0,NA,15,NA
328,209,Malaysia,0,NA,17,NA
329,209,Vietnam,0,NA,14,NA
330,209,Philippines,1,NA,3,NA
331,209,Cambodia,0,NA,1,NA
332,209,Thailand,0,NA,32,NA
333,209,India,0,NA,3,NA
334,209,Nepal,0,NA,1,NA
335,209,Srilank,0,NA,1,NA
336,209,USA,0,NA,12,NA
337,209,Canada,0,NA,7,NA
338,209,Italy,0,NA,3,NA
339,209,Germany,0,NA,14,NA
340,209,France,0,NA,11,NA
341,209,UK,0,NA,3,NA
342,209,Russian.Federation,0,NA,2,NA
343,209,Spain,0,NA,1,NA
344,209,Belgium,0,NA,1,NA
345,209,Finland,0,NA,1,NA
346,209,Sweden,0,NA,1,NA
347,209,UAE,0,NA,7,NA
348,209,International_conveyance_diamond_princess,0,NA,64,NA
349,210,China,909,NA,40235,NA
350,210,Korea,0,NA,27,NA
351,210,Japan,0,NA,26,NA
352,210,Singapore,0,NA,43,NA
353,210,Australia,0,NA,15,NA
354,210,Malaysia,0,NA,18,NA
355,210,Vietnam,0,NA,14,NA
356,210,Philippines,1,NA,3,NA
357,210,Cambodia,0,NA,1,NA
358,210,Thailand,0,NA,32,NA
359,210,India,0,NA,3,NA
360,210,Nepal,0,NA,1,NA
361,210,Srilank,0,NA,1,NA
362,210,USA,0,NA,12,NA
363,210,Canada,0,NA,7,NA
364,210,Italy,0,NA,3,NA
365,210,Germany,0,NA,14,NA
366,210,France,0,NA,11,NA
367,210,UK,0,NA,4,NA
368,210,Russian.Federation,0,NA,2,NA
369,210,Spain,0,NA,2,NA
370,210,Belgium,0,NA,1,NA
371,210,Finland,0,NA,1,NA
372,210,Sweden,0,NA,1,NA
373,210,UAE,0,NA,7,NA
374,210,International_conveyance_diamond_princess,0,NA,70,NA
375,211,China,1017,NA,42708,NA
376,211,Korea,0,NA,28,NA
377,211,Japan,0,NA,26,NA
378,211,Singapore,0,NA,45,NA
379,211,Australia,0,NA,15,NA
380,211,Malaysia,0,NA,18,NA
381,211,Vietnam,0,NA,15,NA
382,211,Philippines,1,NA,3,NA
383,211,Cambodia,0,NA,1,NA
384,211,Thailand,0,NA,33,NA
385,211,India,0,NA,3,NA
386,211,Nepal,0,NA,1,NA
387,211,Srilank,0,NA,1,NA
388,211,USA,0,NA,13,NA
389,211,Canada,0,NA,7,NA
390,211,Italy,0,NA,3,NA
391,211,Germany,0,NA,14,NA
392,211,France,0,NA,11,NA
393,211,UK,0,NA,8,NA
394,211,Russian.Federation,0,NA,2,NA
395,211,Spain,0,NA,2,NA
396,211,Belgium,0,NA,1,NA
397,211,Finland,0,NA,1,NA
398,211,Sweden,0,NA,1,NA
399,211,UAE,0,NA,8,NA
400,211,International_conveyance_diamond_princess,0,NA,135,NA
401,212,China,1114,NA,44730,NA
402,212,Korea,0,NA,28,NA
403,212,Japan,0,NA,28,NA
404,212,Singapore,0,NA,47,NA
405,212,Australia,0,NA,15,NA
406,212,Malaysia,0,NA,18,NA
407,212,Vietnam,0,NA,15,NA
408,212,Philippines,1,NA,3,NA
409,212,Cambodia,0,NA,1,NA
410,212,Thailand,0,NA,33,NA
411,212,India,0,NA,3,NA
412,212,Nepal,0,NA,1,NA
413,212,Srilank,0,NA,1,NA
414,212,USA,0,NA,13,NA
415,212,Canada,0,NA,7,NA
416,212,Italy,0,NA,3,NA
417,212,Germany,0,NA,16,NA
418,212,France,0,NA,11,NA
419,212,UK,0,NA,8,NA
420,212,Russian.Federation,0,NA,2,NA
421,212,Spain,0,NA,2,NA
422,212,Belgium,0,NA,1,NA
423,212,Finland,0,NA,1,NA
424,212,Sweden,0,NA,1,NA
425,212,UAE,0,NA,8,NA
426,212,International_conveyance_diamond_princess,0,NA,175,NA
427,213,China,1368,NA,46550,NA
428,213,Korea,0,NA,28,NA
429,213,Japan,0,NA,29,NA
430,213,Singapore,0,NA,50,NA
431,213,Australia,0,NA,15,NA
432,213,Malaysia,0,NA,18,NA
433,213,Vietnam,0,NA,16,NA
434,213,Philippines,1,NA,3,NA
435,213,Cambodia,0,NA,1,NA
436,213,Thailand,0,NA,33,NA
437,213,India,0,NA,3,NA
438,213,Nepal,0,NA,1,NA
439,213,Srilank,0,NA,1,NA
440,213,USA,0,NA,14,NA
441,213,Canada,0,NA,7,NA
442,213,Italy,0,NA,3,NA
443,213,Germany,0,NA,16,NA
444,213,France,0,NA,11,NA
445,213,UK,0,NA,9,NA
446,213,Russian.Federation,0,NA,2,NA
447,213,Spain,0,NA,2,NA
448,213,Belgium,0,NA,1,NA
449,213,Finland,0,NA,1,NA
450,213,Sweden,0,NA,1,NA
451,213,UAE,0,NA,8,NA
452,213,International_conveyance_diamond_princess,0,NA,174,NA
453,214,China,1381,NA,63932,2450
454,214,Korea,0,NA,28,NA
455,214,Japan,1,NA,33,NA
456,214,Singapore,0,NA,58,NA
457,214,Australia,0,NA,15,NA
458,214,Malaysia,0,NA,19,NA
459,214,Vietnam,0,NA,16,NA
460,214,Philippines,1,NA,3,NA
461,214,Cambodia,0,NA,1,NA
462,214,Thailand,0,NA,33,NA
463,214,India,0,NA,3,NA
464,214,Nepal,0,NA,1,NA
465,214,Srilank,0,NA,1,NA
466,214,USA,0,NA,15,NA
467,214,Canada,0,NA,7,NA
468,214,Italy,0,NA,3,NA
469,214,Germany,0,NA,16,NA
470,214,France,0,NA,11,NA
471,214,UK,0,NA,9,NA
472,214,Russian.Federation,0,NA,2,NA
473,214,Spain,0,NA,2,NA
474,214,Belgium,0,NA,1,NA
475,214,Finland,0,NA,1,NA
476,214,Sweden,0,NA,1,NA
477,214,UAE,0,NA,8,NA
478,214,International_conveyance_diamond_princess,0,NA,218,NA
479,215,China,1524,NA,66576,2277
480,215,Korea,0,NA,28,NA
481,215,Japan,1,NA,41,NA
482,215,Singapore,0,NA,67,NA
483,215,Australia,0,NA,15,NA
484,215,Malaysia,0,NA,21,NA
485,215,Vietnam,0,NA,16,NA
486,215,Philippines,1,NA,3,NA
487,215,Cambodia,0,NA,1,NA
488,215,Thailand,0,NA,34,NA
489,215,India,0,NA,3,NA
490,215,Nepal,0,NA,1,NA
491,215,Srilank,0,NA,1,NA
492,215,USA,0,NA,15,NA
493,215,Canada,0,NA,7,NA
494,215,Italy,0,NA,3,NA
495,215,Germany,0,NA,16,NA
496,215,France,0,NA,11,NA
497,215,UK,0,NA,9,NA
498,215,Russian.Federation,0,NA,2,NA
499,215,Spain,0,NA,2,NA
500,215,Belgium,0,NA,1,NA
501,215,Finland,0,NA,1,NA
502,215,Sweden,0,NA,1,NA
503,215,UAE,0,NA,8,NA
504,215,Egypt,0,NA,1,NA
505,215,International_conveyance_diamond_princess,0,NA,218,NA
506,216,China,1666,NA,68584,1918
507,216,Korea,0,NA,29,NA
508,216,Japan,1,NA,53,NA
509,216,Singapore,0,NA,72,NA
510,216,Australia,0,NA,15,NA
511,216,Malaysia,0,NA,22,NA
512,216,Vietnam,0,NA,16,NA
513,216,Philippines,1,NA,3,NA
514,216,Cambodia,0,NA,1,NA
515,216,Thailand,0,NA,34,NA
516,216,India,0,NA,3,NA
517,216,Nepal,0,NA,1,NA
518,216,Srilank,0,NA,1,NA
519,216,USA,0,NA,15,NA
520,216,Canada,0,NA,7,NA
521,216,Italy,0,NA,3,NA
522,216,Germany,0,NA,16,NA
523,216,France,1,NA,12,NA
524,216,UK,0,NA,9,NA
525,216,Russian.Federation,0,NA,2,NA
526,216,Spain,0,NA,2,NA
527,216,Belgium,0,NA,1,NA
528,216,Finland,0,NA,1,NA
529,216,Sweden,0,NA,1,NA
530,216,UAE,0,NA,8,NA
531,216,Egypt,0,NA,1,NA
532,216,International_conveyance_diamond_princess,0,NA,355,NA
533,217,China,1772,NA,70635,1563
534,217,Korea,0,NA,30,NA
535,217,Japan,1,NA,59,NA
536,217,Singapore,0,NA,75,NA
537,217,Australia,0,NA,15,NA
538,217,Malaysia,0,NA,22,NA
539,217,Vietnam,0,NA,16,NA
540,217,Philippines,1,NA,3,NA
541,217,Cambodia,0,NA,1,NA
542,217,Thailand,0,NA,35,NA
543,217,India,0,NA,3,NA
544,217,Nepal,0,NA,1,NA
545,217,Srilank,0,NA,1,NA
546,217,USA,0,NA,15,NA
547,217,Canada,0,NA,7,NA
548,217,Italy,0,NA,3,NA
549,217,Germany,0,NA,16,NA
550,217,France,1,NA,12,NA
551,217,UK,0,NA,9,NA
552,217,Russian.Federation,0,NA,2,NA
553,217,Spain,0,NA,2,NA
554,217,Belgium,0,NA,1,NA
555,217,Finland,0,NA,1,NA
556,217,Sweden,0,NA,1,NA
557,217,UAE,0,NA,9,NA
558,217,Egypt,0,NA,1,NA
559,217,International_conveyance_diamond_princess,0,NA,454,NA
560,218,China,1870,NA,72528,1432
561,218,Korea,0,NA,31,NA
562,218,Japan,1,NA,65,NA
563,218,Singapore,0,NA,77,NA
564,218,Australia,0,NA,15,NA
565,218,Malaysia,0,NA,22,NA
566,218,Vietnam,0,NA,16,NA
567,218,Philippines,1,NA,3,NA
568,218,Cambodia,0,NA,1,NA
569,218,Thailand,0,NA,35,NA
570,218,India,0,NA,3,NA
571,218,Nepal,0,NA,1,NA
572,218,Srilank,0,NA,1,NA
573,218,USA,0,NA,15,NA
574,218,Canada,0,NA,8,NA
575,218,Italy,0,NA,3,NA
576,218,Germany,0,NA,16,NA
577,218,France,1,NA,12,NA
578,218,UK,0,NA,9,NA
579,218,Russian.Federation,0,NA,2,NA
580,218,Spain,0,NA,2,NA
581,218,Belgium,0,NA,1,NA
582,218,Finland,0,NA,1,NA
583,218,Sweden,0,NA,1,NA
584,218,UAE,0,NA,9,NA
585,218,Egypt,0,NA,1,NA
586,218,International_conveyance_diamond_princess,0,NA,454,NA
587,219,China,2006,NA,74280,1185
588,219,Korea,0,NA,51,NA
589,219,Japan,1,NA,73,NA
590,219,Singapore,0,NA,81,NA
591,219,Australia,0,NA,15,NA
592,219,Malaysia,0,NA,22,NA
593,219,Vietnam,0,NA,16,NA
594,219,Philippines,1,NA,3,NA
595,219,Cambodia,0,NA,1,NA
